ItemID,Sentiment
279,0
280,1
281,1
282,1
283,0
284,0
285,0
286,0
287,0
288,0
289,1
290,0
291,0
292,1
293,0
294,1
295,1
296,1
297,1
298,1
299,0
300,0
301,0
302,0
303,1
304,1
305,1
306,0
307,0
308,1
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,1
322,0
323,0
324,0
325,0
326,0
327,1
328,0
329,1
330,1
331,0
332,0
333,0
334,0
335,0
336,1
337,0
338,0
339,0
340,1
341,0
342,0
343,0
344,0
345,1
346,1
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,1
356,0
357,0
358,1
359,0
360,1
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,1
370,1
371,0
372,1
373,0
374,0
375,0
376,0
377,0
378,0
379,1
380,1
381,1
382,1
383,0
384,1
385,0
386,0
387,1
388,1
389,1
390,1
391,0
392,0
393,0
394,1
395,0
396,1
397,0
398,1
399,1
400,0
401,0
402,0
403,0
404,1
405,0
406,0
407,0
408,1
409,0
410,1
411,0
412,1
413,0
414,1
415,0
416,1
417,1
418,0
419,0
420,1
421,1
422,0
423,0
424,0
425,0
426,0
427,1
428,1
429,0
430,1
431,1
432,1
433,1
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,1
444,0
445,0
446,1
447,0
448,0
449,1
450,0
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,1
462,1
463,0
464,0
465,0
466,0
467,1
468,1
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,1
477,0
478,0
479,0
480,0
481,1
482,1
483,1
484,1
485,0
486,0
487,1
488,0
489,0
490,1
491,1
492,0
493,0
494,0
495,1
496,0
497,0
498,1
499,0
500,0
501,0
502,1
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,1
513,1
514,0
515,0
516,1
517,1
518,1
519,0
520,0
521,0
522,0
523,0
524,0
525,1
526,0
527,1
528,0
529,1
530,1
531,1
532,0
533,1
534,0
535,0
536,0
537,1
538,0
539,1
540,0
541,1
542,0
543,0
544,0
545,0
546,0
547,1
548,0
549,0
550,1
551,0
552,0
553,1
554,0
555,1
556,1
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,1
567,1
568,0
569,1
570,0
571,1
572,0
573,0
574,1
575,1
576,1
577,0
578,1
579,1
580,0
581,1
582,0
583,0
584,0
585,0
586,0
587,1
588,0
589,1
590,1
591,0
592,1
593,0
594,0
595,0
596,0
597,1
598,1
599,1
600,1
601,0
602,0
603,0
604,0
605,0
606,0
607,1
608,1
609,0
610,0
611,1
612,0
613,0
614,0
615,1
616,0
617,1
618,1
619,0
620,0
621,1
622,0
623,1
624,0
625,0
626,0
627,0
628,1
629,1
630,1
631,1
632,0
633,1
634,1
635,1
636,1
637,0
638,1
639,0
640,1
641,0
642,0
643,0
644,1
645,0
646,0
647,1
648,1
649,1
650,1
651,0
652,1
653,1
654,0
655,0
656,0
657,0
658,1
659,1
660,1
661,1
662,1
663,0
664,0
665,1
666,0
667,1
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,1
677,0
678,1
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,1
690,0
691,0
692,0
693,1
694,0
695,1
696,1
697,1
698,0
699,0
700,1
701,1
702,0
703,0
704,1
705,0
706,1
707,1
708,1
709,0
710,1
711,1
712,0
713,0
714,1
715,1
716,1
717,0
718,0
719,1
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,1
729,0
730,0
731,0
732,0
733,0
734,1
735,1
736,1
737,0
738,0
739,1
740,1
741,1
742,1
743,0
744,0
745,0
746,0
747,0
748,1
749,0
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,0
758,1
759,1
760,0
761,0
762,1
763,1
764,0
765,0
766,0
767,1
768,1
769,1
770,1
771,0
772,0
773,1
774,0
775,0
776,1
777,1
778,0
779,0
780,1
781,0
782,0
783,1
784,0
785,1
786,1
787,0
788,1
789,0
790,1
791,1
792,0
793,0
794,1
795,1
796,1
797,0
798,0
799,0
800,0
801,0
802,0
803,1
804,0
805,1
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,1
815,1
816,0
817,0
818,1
819,1
820,1
821,1
822,1
823,1
824,0
825,0
826,0
827,1
828,1
829,1
830,0
831,1
832,1
833,1
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,1
850,1
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,1
863,1
864,0
865,0
866,0
867,0
868,1
869,0
870,0
871,0
872,0
873,1
874,0
875,1
876,0
877,0
878,1
879,0
880,0
881,1
882,0
883,1
884,0
885,0
886,1
887,1
888,1
889,0
890,0
891,1
892,1
893,1
894,0
895,0
896,0
897,0
898,0
899,1
900,1
901,1
902,1
903,0
904,1
905,1
906,1
907,1
908,0
909,0
910,0
911,1
912,0
913,1
914,0
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,0
923,0
924,0
925,0
926,1
927,0
928,0
929,0
930,0
931,0
932,1
933,1
934,0
935,0
936,1
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,1
949,1
950,0
951,0
952,0
953,0
954,1
955,1
956,1
957,0
958,1
959,0
960,0
961,1
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,1
971,0
972,0
973,0
974,0
975,1
976,0
977,1
978,1
979,1
980,0
981,0
982,0
983,0
984,1
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,1
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,1
1008,1
1009,0
1010,1
1011,0
1012,0
1013,1
1014,1
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,0
1026,0
1027,1
1028,0
1029,1
1030,0
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,0
1039,1
1040,1
1041,1
1042,1
1043,0
1044,1
1045,0
1046,1
1047,1
1048,1
1049,1
1050,0
1051,1
1052,1
1053,1
1054,0
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,0
1063,1
1064,0
1065,0
1066,1
1067,0
1068,0
1069,1
1070,0
1071,1
1072,1
1073,1
1074,1
1075,0
1076,0
1077,1
1078,1
1079,1
1080,0
1081,1
1082,0
1083,0
1084,0
1085,1
1086,0
1087,1
1088,1
1089,0
1090,0
1091,1
1092,1
1093,0
1094,1
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,1
1104,1
1105,1
1106,1
1107,0
1108,0
1109,0
1110,0
1111,1
1112,1
1113,1
1114,1
1115,0
1116,0
1117,0
1118,0
1119,1
1120,1
1121,1
1122,0
1123,1
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,1
1139,0
1140,0
1141,0
1142,0
1143,0
1144,1
1145,1
1146,0
1147,0
1148,1
1149,0
1150,0
1151,0
1152,0
1153,0
1154,1
1155,0
1156,0
1157,0
1158,0
1159,1
1160,0
1161,1
1162,1
1163,0
1164,1
1165,0
1166,0
1167,0
1168,1
1169,0
1170,1
1171,0
1172,0
1173,1
1174,0
1175,0
1176,0
1177,1
1178,0
1179,0
1180,1
1181,1
1182,0
1183,0
1184,1
1185,1
1186,0
1187,1
1188,1
1189,1
1190,0
1191,1
1192,1
1193,0
1194,1
1195,1
1196,0
1197,1
1198,1
1199,1
1200,1
1201,1
1202,0
1203,0
1204,1
1205,0
1206,1
1207,0
1208,0
1209,0
1210,0
1211,1
1212,1
1213,0
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,1
1226,1
1227,1
1228,0
1229,1
1230,1
1231,0
1232,0
1233,0
1234,0
1235,1
1236,0
1237,1
1238,1
1239,1
1240,0
1241,1
1242,1
1243,0
1244,1
1245,0
1246,0
1247,0
1248,0
1249,1
1250,0
1251,1
1252,1
1253,0
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,1
1261,0
1262,0
1263,0
1264,1
1265,1
1266,1
1267,1
1268,1
1269,0
1270,0
1271,0
1272,0
1273,1
1274,1
1275,1
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,1
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,1
1305,1
1306,0
1307,0
1308,0
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,1
1325,1
1326,0
1327,1
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,1
1335,1
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,0
1344,1
1345,0
1346,0
1347,0
1348,1
1349,0
1350,1
1351,0
1352,1
1353,0
1354,1
1355,1
1356,0
1357,0
1358,1
1359,1
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,1
1374,0
1375,0
1376,1
1377,0
1378,1
1379,0
1380,0
1381,1
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,1
1396,0
1397,0
1398,1
1399,0
1400,1
1401,0
1402,0
1403,0
1404,0
1405,1
1406,0
1407,0
1408,0
1409,1
1410,1
1411,0
1412,0
1413,1
1414,0
1415,0
1416,0
1417,1
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,1
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,1
1471,1
1472,1
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,1
1495,0
1496,1
1497,0
1498,1
1499,0
1500,0
1501,0
1502,0
1503,0
1504,1
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,1
1530,0
1531,1
1532,1
1533,1
1534,0
1535,0
1536,1
1537,0
1538,1
1539,1
1540,0
1541,1
1542,1
1543,0
1544,1
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,1
1552,1
1553,1
1554,0
1555,0
1556,0
1557,0
1558,0
1559,1
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,1
1567,0
1568,0
1569,0
1570,1
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,1
1582,0
1583,0
1584,0
1585,1
1586,0
1587,1
1588,0
1589,0
1590,1
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,1
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,1
1613,1
1614,0
1615,0
1616,1
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,1
1624,1
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,1
1632,0
1633,0
1634,1
1635,1
1636,1
1637,0
1638,0
1639,1
1640,0
1641,0
1642,1
1643,1
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,1
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,1
1671,0
1672,1
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,1
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,1
1696,0
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,1
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,1
1733,1
1734,0
1735,0
1736,1
1737,0
1738,0
1739,0
1740,0
1741,0
1742,1
1743,1
1744,0
1745,0
1746,1
1747,1
1748,1
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,1
1756,0
1757,1
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,1
1766,1
1767,0
1768,1
1769,0
1770,1
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,1
1786,1
1787,0
1788,1
1789,1
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,1
1799,1
1800,1
1801,0
1802,0
1803,0
1804,0
1805,0
1806,1
1807,1
1808,0
1809,0
1810,0
1811,1
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,0
1819,0
1820,1
1821,0
1822,1
1823,0
1824,1
1825,0
1826,0
1827,0
1828,1
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,1
1840,1
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,1
1864,0
1865,1
1866,0
1867,0
1868,1
1869,0
1870,0
1871,1
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,1
1883,1
1884,0
1885,1
1886,1
1887,0
1888,0
1889,1
1890,1
1891,1
1892,0
1893,1
1894,0
1895,0
1896,0
1897,0
1898,1
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,1
1912,0
1913,1
1914,1
1915,0
1916,0
1917,0
1918,0
1919,1
1920,0
1921,1
1922,1
1923,0
1924,0
1925,0
1926,0
1927,1
1928,0
1929,1
1930,1
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,1
1942,0
1943,1
1944,1
1945,0
1946,1
1947,0
1948,0
1949,0
1950,0
1951,1
1952,1
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,1
1969,0
1970,0
1971,0
1972,1
1973,0
1974,0
1975,0
1976,0
1977,0
1978,1
1979,0
1980,0
1981,1
1982,1
1983,1
1984,0
1985,0
1986,1
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,1
1994,0
1995,1
1996,1
1997,0
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2004,1
2005,0
2006,1
2007,1
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,1
2015,1
2016,0
2017,0
2018,1
2019,0
2020,1
2021,0
2022,0
2023,0
2024,1
2025,0
2026,1
2027,0
2028,0
2029,0
2030,1
2031,1
2032,0
2033,0
2034,0
2035,0
2036,1
2037,0
2038,1
2039,0
2040,0
2041,0
2042,1
2043,1
2044,1
2045,0
2046,0
2047,1
2048,0
2049,1
2050,0
2051,0
2052,1
2053,0
2054,0
2055,0
2056,1
2057,1
2058,1
2059,1
2060,0
2061,1
2062,1
2063,0
2064,0
2065,0
2066,0
2067,0
2068,1
2069,0
2070,0
2071,0
2072,1
2073,0
2074,1
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,1
2086,0
2087,0
2088,0
2089,1
2090,1
2091,1
2092,1
2093,0
2094,1
2095,0
2096,0
2097,1
2098,1
2099,0
2100,0
2101,1
2102,1
2103,1
2104,1
2105,0
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,0
2116,1
2117,1
2118,0
2119,1
2120,1
2121,1
2122,1
2123,0
2124,0
2125,1
2126,1
2127,0
2128,0
2129,0
2130,0
2131,1
2132,1
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,0
2141,0
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,0
2149,1
2150,0
2151,1
2152,0
2153,0
2154,1
2155,0
2156,1
2157,1
2158,0
2159,0
2160,0
2161,1
2162,0
2163,1
2164,0
2165,0
2166,1
2167,0
2168,0
2169,0
2170,1
2171,0
2172,1
2173,0
2174,1
2175,0
2176,0
2177,0
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,1
2191,0
2192,1
2193,0
2194,1
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,1
2203,0
2204,0
2205,1
2206,1
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,1
2216,0
2217,1
2218,1
2219,1
2220,0
2221,1
2222,1
2223,0
2224,0
2225,0
2226,0
2227,0
2228,1
2229,1
2230,0
2231,0
2232,0
2233,0
2234,1
2235,1
2236,1
2237,1
2238,0
2239,1
2240,1
2241,0
2242,0
2243,1
2244,0
2245,0
2246,1
2247,0
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,0
2255,1
2256,1
2257,0
2258,0
2259,0
2260,1
2261,0
2262,0
2263,1
2264,1
2265,0
2266,1
2267,1
2268,1
2269,1
2270,1
2271,1
2272,1
2273,0
2274,1
2275,1
2276,1
2277,0
2278,1
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,1
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,1
2294,1
2295,0
2296,1
2297,1
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,1
2305,1
2306,0
2307,1
2308,1
2309,0
2310,1
2311,1
2312,0
2313,1
2314,0
2315,0
2316,0
2317,1
2318,0
2319,1
2320,0
2321,0
2322,0
2323,0
2324,0
2325,1
2326,0
2327,0
2328,0
2329,0
2330,1
2331,1
2332,1
2333,0
2334,1
2335,1
2336,1
2337,1
2338,1
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,0
2351,1
2352,0
2353,1
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,1
2363,1
2364,0
2365,0
2366,0
2367,1
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,1
2376,0
2377,1
2378,1
2379,0
2380,1
2381,0
2382,1
2383,0
2384,1
2385,1
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,0
2406,1
2407,1
2408,0
2409,0
2410,0
2411,1
2412,0
2413,0
2414,1
2415,0
2416,0
2417,0
2418,1
2419,0
2420,0
2421,1
2422,0
2423,0
2424,1
2425,0
2426,1
2427,1
2428,0
2429,1
2430,0
2431,0
2432,1
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,1
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,1
2451,1
2452,0
2453,1
2454,0
2455,0
2456,0
2457,0
2458,1
2459,0
2460,0
2461,1
2462,1
2463,1
2464,1
2465,1
2466,0
2467,1
2468,0
2469,0
2470,0
2471,1
2472,1
2473,1
2474,1
2475,1
2476,0
2477,0
2478,0
2479,1
2480,0
2481,0
2482,0
2483,1
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,1
2502,0
2503,0
2504,1
2505,0
2506,0
2507,0
2508,0
2509,1
2510,0
2511,1
2512,0
2513,0
2514,0
2515,0
2516,0
2517,1
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,1
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,1
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,1
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,1
2584,0
2585,0
2586,1
2587,1
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,1
2613,1
2614,0
2615,0
2616,0
2617,1
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,1
2626,0
2627,0
2628,0
2629,1
2630,0
2631,0
2632,0
2633,1
2634,1
2635,1
2636,0
2637,1
2638,0
2639,0
2640,0
2641,1
2642,0
2643,1
2644,0
2645,0
2646,1
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,1
2668,0
2669,0
2670,1
2671,1
2672,0
2673,0
2674,0
2675,1
2676,0
2677,0
2678,1
2679,1
2680,1
2681,0
2682,0
2683,1
2684,0
2685,0
2686,0
2687,0
2688,0
2689,1
2690,1
2691,0
2692,1
2693,0
2694,1
2695,1
2696,1
2697,1
2698,1
2699,0
2700,1
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,1
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,0
2732,0
2733,1
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,1
2749,0
2750,0
2751,0
2752,1
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,1
2764,0
2765,0
2766,0
2767,1
2768,0
2769,0
2770,1
2771,0
2772,1
2773,0
2774,0
2775,0
2776,0
2777,0
2778,1
2779,0
2780,1
2781,0
2782,0
2783,1
2784,1
2785,0
2786,0
2787,0
2788,0
2789,1
2790,1
2791,1
2792,1
2793,0
2794,0
2795,0
2796,1
2797,0
2798,1
2799,1
2800,1
2801,0
2802,1
2803,1
2804,0
2805,1
2806,0
2807,1
2808,1
2809,0
2810,0
2811,0
2812,0
2813,0
2814,1
2815,1
2816,0
2817,0
2818,1
2819,1
2820,0
2821,1
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,1
2830,1
2831,0
2832,0
2833,0
2834,1
2835,1
2836,0
2837,0
2838,0
2839,0
2840,1
2841,1
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,1
2857,0
2858,0
2859,1
2860,0
2861,0
2862,0
2863,0
2864,1
2865,0
2866,0
2867,0
2868,0
2869,1
2870,0
2871,0
2872,1
2873,1
2874,1
2875,1
2876,1
2877,1
2878,1
2879,1
2880,1
2881,1
2882,0
2883,1
2884,1
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,1
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,1
2902,0
2903,0
2904,0
2905,0
2906,0
2907,1
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,1
2915,0
2916,0
2917,0
2918,1
2919,0
2920,0
2921,1
2922,0
2923,0
2924,1
2925,0
2926,0
2927,0
2928,0
2929,1
2930,0
2931,0
2932,0
2933,0
2934,1
2935,1
2936,1
2937,1
2938,0
2939,1
2940,1
2941,1
2942,1
2943,1
2944,0
2945,1
2946,0
2947,1
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,1
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,1
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,1
2994,0
2995,0
